age,gender,education,occupation,organization_type,seniority,annual_income,disposable_income,house_type,vehicle_type,marital_status,no_card,default
22,Male,Graduate,Salaried,Tier 3,Entry,326249,5541,Rented,None,Married,1,0
26,Male,Graduate,Student,None,None,456699,19311,Rented,Two Wheeler,Single,0,0
30,Male,Post Graduate,Business,None,None,202616,48704,Family,Two Wheeler,Single,0,0
18,Female,Graduate,Salaried,None,Junior,263185,6451,Company provided,Four Wheeler,Married,1,0
27,Male,Post Graduate,Salaried,Tier 1,Mid-level 1,412111,49534,Rented,Four Wheeler,Single,1,0
27,Female,Post Graduate,Salaried,None,Mid-level 1,125821,14238,Rented,None,Married,0,1
33,Male,Graduate,Salaried,Tier 3,Mid-level 1,67682,6350,Owned,Four Wheeler,Married,1,0
44,Female,Graduate,Salaried,None,Mid-level 1,420514,21291,Owned,None,Married,1,0
26,Female,Post Graduate,Salaried,None,Junior,95475,35038,Company provided,Two Wheeler,Married,0,0
29,Male,Graduate,Salaried,Tier 3,Junior,60402,31090,Rented,None,Married,0,0
28,Male,Graduate,Salaried,Tier 2,Junior,363601,13075,Rented,Four Wheeler,Married,0,0
29,Male,Graduate,Salaried,Tier 3,Mid-level 1,228855,5419,Owned,None,Single,1,0
24,Female,Post Graduate,Salaried,Tier 2,Mid-level 1,258792,27203,Owned,None,Single,2,0
18,Female,Other,Student,None,None,162564,19812,Rented,None,Married,2,0
34,Female,Post Graduate,Salaried,Tier 3,Mid-level 1,93707,8283,Company provided,Two Wheeler,Married,1,0
25,Male,Post Graduate,Salaried,Tier 2,Junior,285002,3782,Owned,None,Married,0,0
29,Male,Post Graduate,Salaried,None,Mid-level 1,449294,22432,Rented,Two Wheeler,Married,0,0
26,Male,Post Graduate,Salaried,None,Junior,327331,4711,Family,None,Married,0,0
32,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,380046,29180,Owned,None,Married,2,0
26,Male,Graduate,Salaried,Tier 3,Junior,178080,3794,Owned,None,Married,1,0
52,Male,Graduate,Salaried,Tier 2,Mid-level 1,677478,22889,Rented,None,Single,0,0
27,Female,Graduate,Salaried,None,Mid-level 1,251845,17696,Family,Two Wheeler,Single,1,0
29,Male,Graduate,Business,None,None,347361,15941,Company provided,None,Married,1,0
33,Male,Other,Salaried,None,Mid-level 1,152058,24599,Owned,None,Other,0,0
53,Male,Graduate,Salaried,None,Mid-level 1,100670,27843,Rented,None,Married,1,0
27,Male,Other,Salaried,None,Mid-level 1,83004,10032,Family,None,Married,0,0
29,Female,Other,Salaried,Tier 1,Junior,404202,10408,Family,None,Married,1,0
28,Male,Graduate,Business,None,None,481681,26483,Owned,None,Single,1,0
29,Male,Other,Professional,None,None,346175,1293,Rented,Four Wheeler,Single,1,0
31,Male,Graduate,Salaried,None,Mid-level 1,207188,15220,Owned,None,Married,0,0
27,Female,Post Graduate,Business,None,None,87275,22593,Owned,None,Single,0,0
29,Male,Graduate,Professional,None,None,288387,22889,Owned,None,Married,1,0
28,Male,Graduate,Salaried,Tier 3,Entry,400130,14341,Family,None,Married,1,0
25,Male,Post Graduate,Salaried,Tier 2,Entry,337043,18955,Rented,None,Married,2,0
26,Male,Graduate,Professional,None,None,166146,15641,Rented,None,Married,0,0
19,Male,Graduate,Salaried,Tier 3,Junior,351059,23263,Rented,None,Married,0,0
32,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,423760,12079,Rented,None,Married,0,0
30,Male,Graduate,Salaried,None,Entry,121325,4289,Family,None,Married,1,0
38,Female,Post Graduate,Salaried,None,Mid-level 1,406466,14751,Rented,None,Single,0,0
30,Male,Post Graduate,Professional,None,None,252239,10471,Rented,Two Wheeler,Married,0,0
34,Male,Graduate,Student,None,None,425361,17375,Family,None,Married,0,0
25,Male,Post Graduate,Business,None,None,345516,8182,Rented,Four Wheeler,Married,0,0
37,Female,Post Graduate,Salaried,None,Mid-level 1,391091,15151,Rented,None,Married,1,0
36,Female,Graduate,Business,None,None,271325,21348,Family,Four Wheeler,Married,0,0
28,Female,Under Graduate,Business,None,None,878933,49535,Family,None,Married,0,0
35,Female,Graduate,Salaried,Tier 1,Mid-level 1,219666,20786,Owned,None,Single,0,0
27,Male,Graduate,Salaried,None,Junior,58756,23645,Rented,None,Single,1,0
26,Male,Graduate,Salaried,Tier 3,Mid-level 1,290920,7655,Owned,Two Wheeler,Single,0,0
25,Male,Graduate,Salaried,None,Junior,154946,5725,Rented,None,Other,0,1
42,Male,Other,Salaried,Tier 3,Mid-level 1,320617,13656,Family,None,Married,1,0
26,Male,Graduate,Student,None,None,450592,24523,Rented,None,Married,1,0
38,Female,Other,Salaried,None,Mid-level 1,286972,14042,Rented,None,Married,0,0
20,Male,Post Graduate,Professional,None,None,391826,21937,Rented,None,Married,1,0
39,Female,Other,Salaried,Tier 3,Mid-level 1,252796,38697,Rented,None,Single,0,0
25,Male,Post Graduate,Salaried,Tier 3,Junior,198851,8396,Rented,Two Wheeler,Married,0,0
29,Male,Graduate,Salaried,Tier 2,Junior,464891,20480,Rented,Two Wheeler,Married,0,0
29,Female,Graduate,Salaried,Tier 2,Entry,813165,43167,Rented,None,Married,0,0
27,Male,Under Graduate,Salaried,None,Entry,385931,17053,Rented,None,Married,0,0
24,Male,Post Graduate,Salaried,None,Entry,99748,23045,Rented,None,Single,0,1
28,Female,Graduate,Student,None,None,307209,44532,Rented,None,Married,0,0
26,Female,Other,Salaried,None,Mid-level 1,85970,19124,Owned,None,Married,0,0
20,Male,Graduate,Student,None,None,234732,14859,Rented,None,Married,0,1
29,Male,Graduate,Professional,None,None,337478,11539,Family,Two Wheeler,Single,1,0
26,Male,Graduate,Salaried,None,Mid-level 1,666054,24201,Rented,Two Wheeler,Married,0,0
29,Male,Graduate,Salaried,None,Mid-level 1,431268,44080,Rented,Two Wheeler,Married,1,0
26,Male,Graduate,Salaried,Tier 1,Entry,302402,1707,Owned,None,Single,0,0
29,Male,Post Graduate,Salaried,None,Junior,107361,33098,Rented,Two Wheeler,Single,1,0
29,Male,Graduate,Business,None,None,453466,6832,Rented,None,Married,0,0
28,Male,Graduate,Salaried,None,Mid-level 1,262613,5500,Rented,None,Married,1,0
22,Male,Under Graduate,Business,None,None,305992,15376,Rented,Four Wheeler,Single,0,0
29,Male,Other,Salaried,Tier 2,Entry,276389,23270,Owned,None,Single,0,0
24,Male,Post Graduate,Professional,None,None,87072,35488,Rented,Four Wheeler,Married,0,0
26,Male,Other,Salaried,None,Mid-level 1,121397,16251,Rented,None,Single,2,0
36,Male,Post Graduate,Business,None,None,340978,18992,Rented,None,Other,0,0
26,Female,Post Graduate,Professional,None,None,157876,38970,Rented,Two Wheeler,Single,1,0
39,Male,Graduate,Professional,None,None,115687,2952,Rented,Two Wheeler,Single,0,0
28,Male,Graduate,Salaried,Tier 3,Junior,79009,21013,Rented,Two Wheeler,Married,0,0
24,Male,Under Graduate,Business,None,None,465040,16095,Family,None,Married,0,0
28,Male,Post Graduate,Student,None,None,163586,20492,Rented,None,Single,0,0
26,Male,Graduate,Salaried,None,Mid-level 1,366429,9418,Rented,None,Single,1,0
31,Female,Graduate,Business,None,None,372381,25696,Family,Two Wheeler,Single,0,0
35,Male,Other,Business,None,None,329276,11407,Company provided,Two Wheeler,Married,0,0
29,Male,Post Graduate,Student,None,None,258290,18102,Rented,None,Married,0,1
26,Female,Other,Student,None,None,355723,20817,Rented,None,Married,1,0
19,Male,Other,Salaried,None,Entry,226830,41382,Rented,None,Single,0,0
26,Female,Graduate,Salaried,None,Entry,134366,22025,Rented,None,Married,1,0
33,Female,Graduate,Salaried,None,Mid-level 1,446557,43891,Company provided,None,Single,1,0
22,Male,Post Graduate,Business,None,None,95691,10591,Owned,None,Single,0,0
53,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,234920,23916,Family,Two Wheeler,Married,1,0
58,Female,Graduate,Salaried,None,Mid-level 1,403849,47614,Rented,Two Wheeler,Single,1,0
29,Male,Graduate,Professional,None,None,70038,3458,Rented,None,Single,1,0
26,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,143375,12754,Rented,Two Wheeler,Married,0,0
51,Male,Under Graduate,Salaried,None,Mid-level 1,461675,14498,Owned,Two Wheeler,Married,1,0
22,Male,Graduate,Salaried,Tier 2,Junior,248908,40993,Family,Four Wheeler,Married,0,1
26,Male,Graduate,Salaried,None,Junior,502425,22819,Owned,None,Married,1,0
25,Female,Graduate,Business,None,None,264551,4032,Rented,None,Married,0,0
29,Male,Post Graduate,Business,None,None,466580,32452,Rented,Two Wheeler,Single,1,1
25,Male,Graduate,Student,None,None,387052,15873,Owned,None,Single,0,0
29,Male,Other,Business,None,None,478628,6048,Rented,None,Married,0,1
19,Male,Post Graduate,Salaried,None,Junior,227583,36396,Rented,None,Single,1,0
28,Male,Post Graduate,Salaried,None,Junior,85742,24934,Rented,None,Other,0,0
29,Male,Graduate,Salaried,None,Junior,459956,12698,Rented,Two Wheeler,Married,1,0
25,Male,Graduate,Salaried,Tier 2,Junior,230499,11783,Rented,Two Wheeler,Single,0,0
25,Female,Graduate,Professional,None,None,475176,17078,Rented,None,Married,0,0
29,Male,Graduate,Salaried,None,Junior,435480,38614,Rented,None,Single,1,1
34,Male,Under Graduate,Business,None,None,185200,2388,Family,None,Married,0,0
34,Male,Other,Salaried,Tier 3,Mid-level 1,186296,22469,Rented,None,Married,1,0
31,Male,Other,Salaried,Tier 3,Mid-level 1,98888,13992,Rented,None,Married,1,0
27,Male,Graduate,Business,None,None,371725,2653,Rented,None,Other,1,0
36,Female,Graduate,Salaried,None,Mid-level 1,243959,23578,Rented,None,Married,0,0
36,Male,Graduate,Salaried,Tier 3,Mid-level 1,464747,24520,Rented,None,Married,0,0
29,Male,Graduate,Salaried,Tier 3,Entry,84948,22243,Company provided,None,Single,1,0
28,Male,Post Graduate,Business,None,None,81743,12480,Rented,None,Other,1,0
36,Male,Under Graduate,Salaried,None,Mid-level 1,130714,11925,Rented,Two Wheeler,Married,0,0
25,Male,Post Graduate,Salaried,Tier 3,Junior,123098,19561,Rented,None,Single,0,0
34,Female,Under Graduate,Salaried,None,Mid-level 1,101185,19160,Rented,None,Married,0,0
27,Female,Other,Professional,None,None,149591,1047,Rented,None,Married,2,0
28,Male,Post Graduate,Business,None,None,248085,22723,Owned,None,Married,0,0
29,Female,Graduate,Salaried,Tier 3,Mid-level 1,266810,11802,Owned,None,Married,0,0
22,Female,Graduate,Professional,None,None,320273,4631,Rented,None,Married,0,0
28,Female,Under Graduate,Business,None,None,96659,13282,Rented,None,Married,1,0
26,Male,Under Graduate,Professional,None,None,345948,25454,Rented,Two Wheeler,Married,0,0
19,Male,Under Graduate,Salaried,None,Entry,93043,14681,Company provided,None,Married,1,0
25,Male,Graduate,Business,None,None,183208,9076,Owned,Two Wheeler,Married,2,0
32,Male,Graduate,Salaried,None,Mid-level 1,399745,7110,Company provided,Two Wheeler,Married,1,1
33,Male,Post Graduate,Salaried,None,Mid-level 1,250668,10205,Rented,None,Married,0,0
28,Male,Post Graduate,Salaried,Tier 2,Mid-level 1,118623,13237,Rented,None,Other,1,0
37,Female,Post Graduate,Salaried,Tier 3,Mid-level 1,206672,37133,Family,Two Wheeler,Single,0,0
52,Male,Graduate,Salaried,None,Mid-level 1,686382,23031,Company provided,None,Married,0,0
37,Female,Other,Business,None,None,416064,18161,Rented,None,Single,0,0
28,Male,Graduate,Salaried,Tier 3,Entry,303331,17572,Rented,Two Wheeler,Married,0,0
28,Male,Graduate,Salaried,None,Entry,65338,7024,Rented,Two Wheeler,Married,0,0
26,Male,Post Graduate,Business,None,None,215914,4246,Rented,Two Wheeler,Married,0,0
39,Male,Graduate,Salaried,Tier 1,Mid-level 1,160460,14712,Rented,Two Wheeler,Married,0,0
25,Male,Graduate,Business,None,None,206956,9719,Rented,Two Wheeler,Married,1,0
39,Male,Graduate,Professional,None,None,90855,10108,Rented,Two Wheeler,Married,1,0
37,Male,Other,Salaried,None,Mid-level 1,904376,47486,Rented,None,Married,1,0
19,Female,Under Graduate,Professional,None,None,111889,10774,Rented,Two Wheeler,Married,0,0
22,Female,Post Graduate,Salaried,None,Entry,487689,15267,Rented,None,Married,0,0
27,Male,Graduate,Salaried,Tier 3,Entry,292926,21151,Owned,None,Single,1,0
29,Male,Graduate,Salaried,None,Junior,74492,17213,Company provided,Two Wheeler,Married,1,0
28,Male,Graduate,Business,None,None,252278,9981,Rented,Two Wheeler,Married,0,0
32,Male,Graduate,Salaried,None,Mid-level 1,210150,5552,Rented,None,Married,1,0
39,Male,Post Graduate,Salaried,Tier 2,Mid-level 1,425620,14261,Rented,Two Wheeler,Married,0,1
35,Male,Post Graduate,Salaried,None,Mid-level 1,168769,5513,Rented,Two Wheeler,Married,1,0
26,Female,Graduate,Salaried,None,Junior,84513,22506,Owned,Two Wheeler,Married,1,0
27,Female,Other,Business,None,None,132885,9695,Rented,Two Wheeler,Married,1,0
28,Male,Graduate,Salaried,None,Junior,317427,8421,Rented,Two Wheeler,Married,2,0
39,Female,Post Graduate,Salaried,Tier 3,Mid-level 1,118032,2137,Rented,None,Single,0,0
23,Male,Graduate,Salaried,Tier 3,Junior,198084,9373,Rented,Two Wheeler,Married,1,0
39,Male,Graduate,Salaried,Tier 3,Mid-level 1,305691,36517,Family,Two Wheeler,Single,0,0
27,Female,Post Graduate,Student,None,None,141644,20144,Owned,None,Married,0,0
29,Male,Graduate,Salaried,Tier 3,Mid-level 1,84167,17984,Rented,Two Wheeler,Married,0,0
30,Male,Graduate,Student,None,None,466834,5796,Company provided,Two Wheeler,Single,0,0
29,Female,Under Graduate,Salaried,None,Entry,202919,21107,Owned,Two Wheeler,Single,2,0
28,Female,Post Graduate,Salaried,Tier 3,Mid-level 2,842647,45843,Rented,None,Married,0,0
25,Female,Graduate,Salaried,Tier 2,Entry,378934,9759,Rented,None,Single,1,0
18,Male,Graduate,Business,None,None,290060,9169,Rented,None,Single,1,0
31,Male,Graduate,Professional,None,None,391739,14670,Rented,Four Wheeler,Married,1,0
35,Female,Post Graduate,Professional,None,None,334539,33380,Owned,Two Wheeler,Other,0,0
33,Male,Graduate,Salaried,None,Mid-level 1,121242,23202,Rented,Four Wheeler,Single,1,0
28,Female,Other,Business,None,None,296376,18743,Rented,Two Wheeler,Single,0,0
45,Male,Graduate,Salaried,None,Mid-level 1,381711,23031,Rented,None,Single,0,0
32,Male,Post Graduate,Salaried,None,Mid-level 1,272738,8815,Rented,Four Wheeler,Other,0,0
27,Male,Other,Salaried,Tier 2,Entry,80910,48454,Rented,Two Wheeler,Other,0,0
26,Male,Post Graduate,Salaried,None,Junior,342021,3822,Owned,None,Married,0,0
29,Male,Graduate,Business,None,None,243575,11122,Owned,None,Married,0,0
21,Female,Under Graduate,Business,None,None,346190,6930,Owned,Two Wheeler,Married,0,0
27,Male,Graduate,Salaried,None,Junior,342364,5958,Rented,None,Single,0,0
29,Male,Under Graduate,Salaried,Tier 3,Senior,968315,49192,Rented,None,Married,0,0
23,Male,Post Graduate,Salaried,Tier 3,Junior,224969,16146,Rented,None,Married,0,0
54,Male,Post Graduate,Salaried,None,Mid-level 1,962324,45154,Family,Two Wheeler,Married,0,0
27,Male,Graduate,Business,None,None,434078,20453,Owned,None,Married,1,0
24,Male,Other,Salaried,None,Mid-level 1,470075,17188,Company provided,Four Wheeler,Married,0,0
31,Male,Graduate,Salaried,Tier 3,Mid-level 1,173784,18021,Owned,Four Wheeler,Single,1,0
26,Male,Graduate,Business,None,None,454881,10431,Company provided,None,Married,1,0
23,Female,Graduate,Business,None,None,70230,20971,Owned,None,Married,0,0
29,Female,Graduate,Salaried,Tier 3,Entry,303554,47067,Company provided,Two Wheeler,Single,2,0
26,Male,Post Graduate,Salaried,Tier 3,Junior,482641,14560,Rented,Four Wheeler,Single,0,0
28,Female,Graduate,Professional,None,None,214749,35667,Family,Two Wheeler,Single,0,0
27,Female,Post Graduate,Student,None,None,313372,7105,Owned,None,Single,0,0
25,Female,Graduate,Salaried,None,Entry,135018,19570,Rented,None,Married,1,0
24,Female,Post Graduate,Professional,None,None,329036,6183,Family,None,Married,0,0
25,Male,Graduate,Salaried,Tier 3,Entry,383391,42358,Rented,None,Single,0,1
28,Male,Graduate,Salaried,None,Junior,125540,9316,Family,Two Wheeler,Single,1,0
27,Male,Graduate,Professional,None,None,395591,7446,Family,Two Wheeler,Single,0,0
19,Male,Graduate,Salaried,None,Junior,372339,43887,Family,None,Married,0,0
37,Female,Post Graduate,Business,None,None,147149,11082,Rented,None,Single,2,0
28,Male,Post Graduate,Salaried,None,Entry,290522,19982,Rented,None,Married,0,0
37,Female,Post Graduate,Business,None,None,96457,18728,Rented,None,Married,0,0
26,Male,Post Graduate,Business,None,None,171054,5937,Rented,Two Wheeler,Married,1,0
39,Male,Graduate,Business,None,None,384132,30084,Company provided,None,Single,0,0
19,Male,Post Graduate,Business,None,None,68330,22003,Rented,None,Single,1,0
30,Male,Under Graduate,Salaried,Tier 2,Mid-level 1,61389,19373,Rented,Two Wheeler,Married,1,0
28,Male,Under Graduate,Salaried,Tier 3,Entry,101398,4360,Rented,None,Married,0,0
27,Male,Post Graduate,Professional,None,None,399116,7599,Rented,None,Married,0,0
25,Male,Under Graduate,Salaried,Tier 3,Junior,449966,9714,Rented,None,Single,0,0
28,Female,Graduate,Salaried,None,Junior,452105,17232,Family,Two Wheeler,Married,0,0
25,Male,Other,Business,None,None,144239,8623,Rented,None,Single,1,0
37,Male,Post Graduate,Salaried,Tier 1,Mid-level 1,55181,36066,Rented,None,Married,0,0
29,Female,Post Graduate,Salaried,None,Mid-level 1,464647,23990,Rented,None,Single,0,0
25,Male,Graduate,Business,None,None,297830,11063,Family,None,Other,0,0
26,Male,Under Graduate,Professional,None,None,369054,40997,Family,Two Wheeler,Married,0,0
26,Male,Graduate,Salaried,None,Junior,130512,47041,Rented,None,Married,0,1
27,Male,Graduate,Salaried,None,Entry,76074,13740,Rented,None,Married,1,0
25,Male,Graduate,Professional,None,None,100824,39127,Rented,Two Wheeler,Single,1,0
57,Male,Other,Business,None,None,473535,10076,Rented,None,Married,1,0
44,Male,Other,Salaried,None,Mid-level 1,98270,21998,Rented,Two Wheeler,Single,1,0
25,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,266684,19764,Rented,None,Married,0,0
38,Male,Graduate,Professional,None,None,138127,6966,Rented,None,Married,2,0
28,Male,Graduate,Salaried,Tier 3,Junior,280495,4542,Rented,Two Wheeler,Married,0,0
28,Female,Under Graduate,Salaried,Tier 3,Mid-level 1,442623,7258,Owned,Two Wheeler,Married,1,0
24,Female,Graduate,Salaried,None,Junior,497840,18614,Owned,None,Single,1,1
30,Male,Post Graduate,Salaried,Tier 3,Junior,244692,15503,Rented,None,Married,0,0
26,Female,Post Graduate,Salaried,Tier 1,Mid-level 1,267562,24711,Owned,None,Married,1,0
25,Female,Graduate,Salaried,Tier 3,Junior,100521,4118,Company provided,None,Married,0,0
23,Male,Post Graduate,Salaried,None,Mid-level 1,485972,38963,Rented,None,Married,2,0
26,Female,Post Graduate,Business,None,None,206422,30531,Rented,Two Wheeler,Single,0,0
52,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,347475,18677,Owned,None,Married,0,0
26,Female,Post Graduate,Salaried,None,Junior,682865,24002,Rented,Two Wheeler,Single,0,0
24,Female,Graduate,Professional,None,None,112690,13569,Owned,None,Single,0,0
39,Male,Graduate,Business,None,None,93076,5512,Rented,None,Married,0,0
25,Male,Graduate,Salaried,Tier 1,Mid-level 1,566003,45160,Rented,Two Wheeler,Married,1,0
25,Male,Post Graduate,Professional,None,None,81409,8136,Company provided,Two Wheeler,Married,0,1
28,Male,Post Graduate,Salaried,Tier 2,Entry,198432,1178,Rented,None,Married,0,0
